medium_id	original	base_compound	base_chebi_id	base_chebi_label	original_normalized	label_normalized	similarity
dsmz_378_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_378_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_647_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_647_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_647_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_647_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_647_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_378_composition	CoSO4 7-hydrate	CoSO4	CHEBI:53470	cobalt(2+) sulfate	coso4	cobalt sulfate	0.0
dsmz_1059_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
ccap_ASW_BG_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_395b_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1264_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_843_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_843_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_843_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_843_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_843_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_843_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1059_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1059_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1264_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1059_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1059_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1059_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1059_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_1059_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_1059_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1059_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1059_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_1059_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_1059_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1059_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_395b_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1264_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1264_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_395b_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_395b_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_395b_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_395b_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_395b_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_395b_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_395b_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_395b_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_395b_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1264_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_395b_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_395b_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_395b_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1264_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1264_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1264_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1264_composition	MgCl2 2-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1264_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1264_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1264_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_395b_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_1255_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1255_composition	FeSO4	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1255_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_1144_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1144_composition	MnSO4 x H2O	MnSO4	CHEBI:75211	manganese(2+) sulfate	mnso4	manganese sulfate	0.0
dsmz_1144_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1347_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1347_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1347_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1347_composition	CuCl2 5-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_1347_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1347_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1144_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1347_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1347_composition	Na2MoO4	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1347_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_960_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_960_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_960_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_960_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_960_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_1741_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1741_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1347_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_1741_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1144_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1240_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1043_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1043_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1043_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1043_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1043_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_1043_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_867_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_867_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_867_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1379_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_867_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_867_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_867_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_867_composition	MnCl2 2-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_867_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_867_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_867_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_867_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_867_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_1240_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_867_composition	KCL	KCL	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1043_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1741_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1741_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_559_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_559_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_559_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_559_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_78d_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_782_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_782_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_782_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_782_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_559_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_782_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_813b_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_813b_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_813b_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_813b_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_813b_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_813b_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_813b_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_813b_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_813b_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_581_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1741_composition	CoCl2	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_161_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_161_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1741_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1741_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_1741_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1741_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_1741_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_986_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_986_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_986_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_161_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_161_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_161_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_161_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_161_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_161_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_161_composition	MnSO4 x H2O	MnSO4	CHEBI:75211	manganese(2+) sulfate	mnso4	manganese sulfate	0.0
dsmz_161_composition	CoSO4 7-hydrate	CoSO4	CHEBI:53470	cobalt(2+) sulfate	coso4	cobalt sulfate	0.0
dsmz_161_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_161_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_161_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_161_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_161_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_813b_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1043_composition	CoSO4 7-hydrate	CoSO4	CHEBI:53470	cobalt(2+) sulfate	coso4	cobalt sulfate	0.0
dsmz_1043_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_846_composition	CuCl2 2-hydrate	CuCl2	CHEBI:49553	copper(2+) chloride	cucl2	copper chloride	0.0
dsmz_846_composition	NiCl2 6-hydrate	NiCl2	CHEBI:34887	nickel(2+) chloride	nicl2	nickel chloride	0.0
dsmz_846_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_846_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_846_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_1062_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1062_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1062_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1062_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_846_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_1062_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1062_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_878_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_878_composition	MnSO4 x H2O	MnSO4	CHEBI:75211	manganese(2+) sulfate	mnso4	manganese sulfate	0.0
dsmz_878_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_878_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_878_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_878_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_878_composition	CoCl2 6-hydrate	CoCl2	CHEBI:35696	cobalt(2+) chloride	cocl2	cobalt chloride	0.0
dsmz_1298_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1062_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1298_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_846_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_846_composition	ZnCl2	ZnCl2	CHEBI:49976	zinc chloride	zncl2	zinc chloride	0.0
dsmz_1659_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1659_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1659_composition	MnSO4 x H2O	MnSO4	CHEBI:75211	manganese(2+) sulfate	mnso4	manganese sulfate	0.0
dsmz_1659_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1659_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1464_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1464_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1464_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1464_composition	MgSO4	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_846_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1464_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_1261_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_846_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_846_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_846_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_846_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_846_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_846_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_846_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_846_composition	FeCl2 4-hydrate	FeCl2	CHEBI:30808	iron(2+) chloride	fecl2	iron chloride	0.0
dsmz_1464_composition	PABA	PABA	CHEBI:30753	4-aminobenzoic acid	paba	4 aminoaminobenzoic	0.0
dsmz_1043_composition	FeSO4 7-hydrate	FeSO4	CHEBI:75832	iron(2+) sulfate	feso4	iron sulfate	0.0
dsmz_1298_composition	Na2CO3	Na2CO3	CHEBI:29377	sodium carbonate	na2co3	sodium carbonate	0.0
dsmz_1298_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_881_composition	Na2WO4 2-hydrate	Na2WO4	CHEBI:77885	sodium tungstate	na2tungstate	sodium tungstate	0.0
dsmz_1445_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1678_composition	NaCl	NaCl	CHEBI:26710	sodium chloride	nacl	sodium chloride	0.0
dsmz_1678_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
dsmz_1678_composition	KCl	KCl	CHEBI:32588	potassium chloride	kcl	potassium chloride	0.0
dsmz_1678_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1678_composition	NaNO3	NaNO3	CHEBI:63005	sodium nitrate	nano3	sodium nitrate	0.0
dsmz_1678_composition	NaHCO3	NaHCO3	CHEBI:32139	sodium hydrogencarbonate	nahydrogencarbonate	sodium hydrogencarbonate	0.0
dsmz_1678_composition	NH4Cl	NH4Cl	CHEBI:31206	ammonium chloride	nh4cl	ammonium chloride	0.0
dsmz_881_composition	Na2SeO3 5-hydrate	Na2SeO3	CHEBI:48843	sodium selenite	na2selenite	sodium selenite	0.0
dsmz_1678_composition	H3BO3	H3BO3	CHEBI:33118	boric acid	h3bo3	boric	0.0
dsmz_1678_composition	ZnSO4 7-hydrate	ZnSO4	CHEBI:35176	zinc sulfate	znso4	zinc sulfate	0.0
dsmz_1678_composition	Na2MoO4 2-hydrate	Na2MoO4	CHEBI:75215	sodium molybdate	na2molybdate	sodium molybdate	0.0
dsmz_1678_composition	CuSO4 5-hydrate	CuSO4	CHEBI:23414	copper(2+) sulfate	cuso4	copper sulfate	0.0
dsmz_1646_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_859_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1043_composition	CaCl2 2-hydrate	CaCl2	CHEBI:3312	calcium chloride	cacl2	calcium chloride	0.0
dsmz_1043_composition	MgSO4 7-hydrate	MgSO4	CHEBI:32599	magnesium sulfate	mgso4	magnesium sulfate	0.0
dsmz_1043_composition	Na2S 9-hydrate	Na2S	CHEBI:75769	sodium sulfide	na2s	sodium sulfide	0.0
dsmz_1043_composition	MnSO4 x H2O	MnSO4	CHEBI:75211	manganese(2+) sulfate	mnso4	manganese sulfate	0.0
dsmz_1678_composition	MnCl2 4-hydrate	MnCl2	CHEBI:7773	manganese(2+) chloride	mncl2	manganese chloride	0.0
dsmz_1298_composition	MgCl2 6-hydrate	MgCl2	CHEBI:6636	magnesium chloride	mgcl2	magnesium chloride	0.0
