medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source
dsmz_733_composition	MgSO4 7-hydrate		0.05		g/L			json
dsmz_733_composition	CaCl2 2-hydrate		1.0		g/L			json
dsmz_232_composition	WITH CYSTEINE		10.0		g/L			json
dsmz_232_composition	Casein peptone, tryptic digest		10.0		g/L			json
dsmz_232_composition	Meat extract	ingredient:2	5.0		g/L			json
dsmz_232_composition	Yeast extract	CAS-RN:8013-01-2	20.0		g/L			json
dsmz_232_composition	MgSO4 7-hydrate		2.0		g/L			json
dsmz_232_composition	MnSO4 x H2O	ingredient:1000	0.2		g/L			json
dsmz_63b_composition	CaCl2 2-hydrate							json
dsmz_63b_composition	MgSO4 7-hydrate							json
dsmz_63b_composition	Yeast extract	CAS-RN:8013-01-2						json
dsmz_63b_composition	Sodium resazurin	CAS-RN:62758-13-8						json
dsmz_63b_composition	FeSO4 7-hydrate							json
dsmz_1611_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_1611_composition	MgSO4 7-hydrate		5.0		g/L			json
dsmz_1611_composition	CaCl2 2-hydrate		45.0		mg/L			json
dsmz_1611_composition	KH2PO4	PubChem:23710200	0.45		g/L			json
dsmz_1611_composition	L-Cysteine-HCl	ingredient:983	1000.0		ml/L			json
dsmz_1611_composition	Thiamine-HCl 2-hydrate		100.0		mg/L			json
dsmz_1412_composition	KH2PO4	PubChem:23710200	14.0		mg/L			json
dsmz_1412_composition	CaCl 2-hydrate		80.0		mg/L			json
dsmz_1412_composition	MgSO4 7-hydrate		0.34		g/L			json
dsmz_1412_composition	MgCl2 6-hydrate		0.42		g/L			json
dsmz_1412_composition	NaNO3	CAS-RN:7631-99-4	0.25		g/L			json
dsmz_1412_composition	Na2SiO3 9-hydrate		0.2		mg/L			json
dsmz_1412_composition	Na2SeO3 5 H2O	ingredient:870	20.0		mg/L			json
dsmz_1412_composition	NiCl2 6-hydrate		0.5		mg/L			json
dsmz_1412_composition	CuSO4 5-hydrate		0.1		M			json
dsmz_1412_composition	MnSO4 2-hydrate							json
dsmz_1412_composition	CoSO4 7-hydrate							json
dsmz_1412_composition	ZnSO4 7-hydrate							json
dsmz_1412_composition	H3BO4	ingredient:1250						json
dsmz_1412_composition	Na2MoO4 2-hydrate							json
dsmz_1412_composition	Vitamin solution	solution:6241						json
dsmz_830_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_830_composition	Proteose peptone		0.5		g/L			json
dsmz_830_composition	MgSO4 7-hydrate		0.5		g/L			json
dsmz_830_composition	Solidify		5.0		g/L			json
dsmz_830_composition	830 first. Subsequent subcultivation may be carried out in liquid medium or on agar plates.							json
dsmz_830_composition	Subsequent subcultivation may be carried out in liquid medium or on agar plates, or in							json
dsmz_830_composition	subculturing may be carried out in liquid medium or on agar plates, on medium 830, 464							json
dsmz_830_composition	Subsequent subculturing may be carried out on agar plates also.							json
dsmz_830_composition	broth 830. Subsequent subculturing may be carried out in liquid medium or on agar plates.							json
dsmz_830_composition	broth. Subsequent subculturing may be carried out in liquid medium or on agar plates.							json
dsmz_830_composition	first. Subsequent subcultivation may be carried out in liquid medium or on agar plates and							json
dsmz_830_composition	Solidify with 5g/l agar							json
dsmz_830_composition	broth. Subsequent subculturing may be carried out in liquid medium or on agar plates							json
dsmz_1217_composition	KH2PO4	PubChem:23710200	0.5		g/L			json
dsmz_1217_composition	MgCl2 6-hydrate		0.2		g/L			json
dsmz_1217_composition	Na2S2O3 5-hydrate		1.0		g/L			json
dsmz_1217_composition	Peptone	CAS-RN:73049-73-7	1.0		g/L			json
dsmz_1217_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_1217_composition	FeCl2 4-hydrate		1.0		g/L			json
dsmz_1217_composition	MnCl2 4-hydrate		1.0		ml/L			json
dsmz_1217_composition	CoCl2 6-hydrate		5.0		g/L			json
dsmz_1217_composition	CuCl2 2-hydrate		1.5		g/L			json
dsmz_1217_composition	NiCl2 6-hydrate		0.07		g/L			json
dsmz_1217_composition	Na2MoO4 2-hydrate		0.2		g/L			json
dsmz_1014_composition	MgCl2 6-hydrate		1.0		ml/L			json
dsmz_1014_composition	MgSO4 7-hydrate		0.2		g/L			json
dsmz_1014_composition	FeSO4 7-hydrate							json
dsmz_1014_composition	ZnSO4 7-hydrate							json
dsmz_1014_composition	MnCl2 4-hydrate							json
dsmz_1014_composition	CoCl2 6-hydrate							json
dsmz_1014_composition	CuCl2 2-hydrate							json
dsmz_1014_composition	NiCl2 6-hydrate							json
dsmz_1014_composition	Na2MoO4 2-hydrate							json
dsmz_1229_composition	MgCl2 6-hydrate		200.0		g/L			json
dsmz_1229_composition	FeSO4 7-hydrate							json
dsmz_1229_composition	ZnSO4 7-hydrate							json
dsmz_1229_composition	MnCl2 4-hydrate							json
dsmz_1229_composition	CoCl2 6-hydrate							json
dsmz_1229_composition	NiCl2 6-hydrate							json
dsmz_1229_composition	Na2MoO4 2-hydrate							json
dsmz_1229_composition	CuCl2 2-hydrate							json
dsmz_1229_composition	Trace elements solution	solution:6129						json
dsmz_711a_composition	medium	medium:401	1.0		g/L			json
dsmz_711a_composition	extract		5.0		g/L			json
dsmz_711a_composition	Use medium 711 with 1g/l yeast extract, without acetate, and with 5 g/l fructose as the							json
dsmz_1310_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_1310_composition	KH2PO4	PubChem:23710200	2.0		g/L			json
dsmz_1310_composition	CaCl2 2-hydrate		5.0		g/L			json
dsmz_1310_composition	MgSO4 7-hydrate		200.0		ml/L			json
dsmz_1310_composition	Sodium resazurin	CAS-RN:62758-13-8	0.05		g/L			json
dsmz_1310_composition	L-Cysteine HCl x H2O	ingredient:983	0.1		g/L			json
dsmz_1310_composition	Na2S 9-hydrate		0.1		g/L			json
dsmz_937_composition	Peptone from casein		3.0		g/L			json
dsmz_937_composition	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json
dsmz_898b_composition	KH2PO4	PubChem:23710200	0.2		g/L			json
dsmz_898b_composition	MgCl2 6-hydrate		0.1		g/L			json
dsmz_898b_composition	Na2S2O3 5-hydrate		1.0		ml/L			json
dsmz_898b_composition	Sodium resazurin	CAS-RN:62758-13-8	1.5		g/L			json
dsmz_898b_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_898b_composition	Na2S 9-hydrate		5.0		g/L			json
dsmz_898b_composition	FeCl2 4-hydrate							json
dsmz_898b_composition	MnCl2 4-hydrate							json
dsmz_898b_composition	CoCl2 6-hydrate							json
dsmz_898b_composition	CuCl2 2-hydrate							json
dsmz_898b_composition	NiCl2 6-hydrate							json
dsmz_898b_composition	Na2MoO4 2-hydrate							json
dsmz_909_composition	Yeast extract	CAS-RN:8013-01-2	12.5		g/L			json
dsmz_909_composition	L-Cysteine x HCl	PubChem:5862	10.0		g/L			json
dsmz_909_composition	Volatile fatty acid solution	solution:1871						json
dsmz_1716_composition	1716. DILUTED TRYPTONE SOYA BROTH (TSB) 1:10	medium:1716	1.7		g/L			json
dsmz_1716_composition	Peptone from casein		0.3		g/L			json
dsmz_1716_composition	Peptone from soymeal		0.25		g/L			json
dsmz_1728_composition	Peptone	CAS-RN:73049-73-7	0.1		g/L			json
dsmz_1728_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_1728_composition	MgSO4 7-hydrate							json
dsmz_1728_composition	CaCl2 2-hydrate							json
dsmz_1728_composition	FeSO4 7-hydrate							json
dsmz_1728_composition	ZnSO4 7-hydrate							json
dsmz_1728_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_1728_composition	CuSO4 5-hydrate							json
dsmz_1728_composition	Na2B4O7 10-hydrate							json
dsmz_1515_composition	MgCl2 6-hydrate		5.0		g/L			json
dsmz_1515_composition	CaCl2 2-hydrate		1.0		g/L			json
dsmz_1515_composition	KH2PO4	PubChem:23710200	0.4		g/L			json
dsmz_1515_composition	Yeast extract	CAS-RN:8013-01-2	2.0		ml/L			json
dsmz_1515_composition	Tryptone	CAS-RN:84843-69-6	1.0		ml/L			json
dsmz_1515_composition	Sodium resazurin	CAS-RN:62758-13-8	4.0		g/L			json
dsmz_1515_composition	L-Cysteine HCl x H2O	ingredient:983	6.8		g/L			json
dsmz_1515_composition	FeCl2 4-hydrate							json
dsmz_1515_composition	MnCl2 4-hydrate							json
dsmz_1515_composition	CoCl2 6-hydrate							json
dsmz_1515_composition	CuCl2 2-hydrate							json
dsmz_1515_composition	NiCl2 6-hydrate							json
dsmz_1515_composition	Na2MoO4 2-hydrate							json
dsmz_1477_composition	KH2PO4	PubChem:23710200	0.3		g/L			json
dsmz_1477_composition	MgCl2 6-hydrate		1.5		g/L			json
dsmz_1477_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_1477_composition	Trace element solution	solution:6187	1.0		ml/L			json
dsmz_1477_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_1477_composition	Sodium resazurin	CAS-RN:62758-13-8	0.5		ml/L			json
dsmz_1477_composition	FeCl2 4-hydrate							json
dsmz_1477_composition	MnCl2 4-hydrate							json
dsmz_1477_composition	CoCl2 6-hydrate							json
dsmz_1477_composition	Na2MoO4 2-hydrate							json
dsmz_1477_composition	NiCl2 6-hydrate							json
dsmz_1477_composition	Na2SeO3 5-hydrate							json
dsmz_1477_composition	Na2WO4 2-hydrate							json
dsmz_1449_composition	Yeast extract	CAS-RN:8013-01-2	5.0		g/L			json
dsmz_1449_composition	MgSO4 7-hydrate		3.0		g/L			json
dsmz_1449_composition	FeCl2 4-hydrate		20.0		g/L			json
dsmz_1449_composition	MnCl2 4-hydrate		36.0		mg/L			json
dsmz_1449_composition	Agar, if required		0.4		mg/L			json
dsmz_1071_composition	Bacto yeast extract		2.0		g/L			json
dsmz_1071_composition	MgCl2 6-hydrate		30.0		g/L			json
dsmz_1071_composition	CaCl2 2-hydrate		5.0		g/L			json
dsmz_1071_composition	Na2MoO4 7-hydrate		0.005		g/L			json
dsmz_1071_composition	CuCl2 2-hydrate		0.005		g/L			json
dsmz_1071_composition	FeCl3 6-hydrate		0.004		g/L			json
dsmz_1272_composition	MgCl2 6-hydrate		200.0		g/L			json
dsmz_1272_composition	FeSO4 7-hydrate							json
dsmz_1272_composition	ZnSO4 7-hydrate							json
dsmz_1272_composition	MnCl2 4-hydrate							json
dsmz_1272_composition	CoCl2 6-hydrate							json
dsmz_1272_composition	NiCl2 6-hydrate							json
dsmz_1272_composition	Na2MoO4 2-hydrate							json
dsmz_1272_composition	CuCl2 2-hydrate							json
dsmz_1272_composition	Trace elements solution	solution:6129						json
dsmz_855_composition	KH2PO4	PubChem:23710200						json
dsmz_855_composition	MgCl2 6-hydrate							json
dsmz_855_composition	CaCl2 2-hydrate							json
dsmz_855_composition	Selenite-tungstate solution	ingredient:88						json
dsmz_855_composition	FeCl2 4-hydrate							json
dsmz_855_composition	MnCl2 4-hydrate							json
dsmz_855_composition	CoCl2 6-hydrate							json
dsmz_855_composition	CuCl2 2-hydrate							json
dsmz_855_composition	NiCl2 6-hydrate							json
dsmz_855_composition	Na2MoO4 2-hydrate							json
dsmz_855_composition	Na2SeO3 5-hydrate							json
dsmz_855_composition	Na2WO4 2-hydrate							json
dsmz_1097_composition	MgCl2 6-hydrate		3.0		g/L			json
dsmz_1097_composition	KH2PO4	PubChem:23710200	0.2		g/L			json
dsmz_1097_composition	CaCl2 2-hydrate		0.2		g/L			json
dsmz_1097_composition	Selenite-tungstate solution	ingredient:88	2.0		ml/L			json
dsmz_1097_composition	Sodium resazurin	CAS-RN:62758-13-8	1.0		ml/L			json
dsmz_1097_composition	Na2S 9-hydrate		1.5		g/L			json
dsmz_1097_composition	FeCl2 4-hydrate							json
dsmz_1097_composition	MnCl2 4-hydrate							json
dsmz_1097_composition	CoCl2 6-hydrate							json
dsmz_1097_composition	CuCl2 2-hydrate							json
dsmz_1097_composition	NiCl2 6-hydrate							json
dsmz_1097_composition	Na2MoO4 2-hydrate							json
dsmz_1097_composition	Na2SeO3 5-hydrate							json
dsmz_1097_composition	Na2WO4 2-hydrate							json
ccap_E26_Biotin_ANT_composition	through		4.0		mM			json
ccap_E26_Biotin_ANT_composition	E26 + biotin + ANT	medium:C29						json
ccap_E26_Biotin_ANT_composition	E26 + biotin	medium:C28						json
ccap_E26_Biotin_ANT_composition	MgSO4 7-hydrate							json
ccap_E26_Biotin_ANT_composition	EDTA.Na2 2-hydrate							json
ccap_E26_Biotin_ANT_composition	ZnSO4 7-hydrate							json
ccap_E26_Biotin_ANT_composition	CuSO4 5-hydrate							json
dsmz_1294_composition	KH2PO4	PubChem:23710200	0.2		g/L			json
dsmz_1294_composition	NaNO3	CAS-RN:7631-99-4	0.9		g/L			json
dsmz_1294_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_1294_composition	MgCl2 6-hydrate		3.0		g/L			json
dsmz_1294_composition	Selenite-tungstate solution	ingredient:88	1.0		ml/L			json
dsmz_1294_composition	Sodium resazurin	CAS-RN:62758-13-8	1.0		ml/L			json
dsmz_1294_composition	Seven vitamins solution	solution:4611	1.0		g/L			json
dsmz_1294_composition	Na2S 9-hydrate		1.0		ml/L			json
dsmz_1294_composition	FeCl2 4-hydrate							json
dsmz_1294_composition	MnCl2 4-hydrate							json
dsmz_1294_composition	CoCl2 6-hydrate							json
dsmz_1294_composition	CuCl2 2-hydrate							json
dsmz_1294_composition	NiCl2 6-hydrate							json
dsmz_1294_composition	Na2MoO4 2-hydrate							json
dsmz_1294_composition	Na2SeO3 5-hydrate							json
dsmz_1294_composition	Na2WO4 2-hydrate							json
dsmz_1294_composition	Thiamine-HCl 2-hydrate							json
dsmz_1491_composition	Yeast extract	CAS-RN:8013-01-2						json
dsmz_1491_composition	FeSO4 7-hydrate							json
dsmz_1491_composition	CoCl2 6-hydrate							json
dsmz_1491_composition	CuCl2 5-hydrate							json
dsmz_1491_composition	NiCl2 6-hydrate							json
dsmz_1491_composition	Na2MoO4 2-hydrate							json
dsmz_1596_composition	MgSO4 7-hydrate		0.5		g/L			json
dsmz_1596_composition	Selenite-tungstate solution	ingredient:88	1.0		ml/L			json
dsmz_1596_composition	Yeast extract	CAS-RN:8013-01-2	3.4		g/L			json
dsmz_1596_composition	Na2S 9-hydrate		0.16		g/L			json
ccap_SES_composition	(2) MgSO4 7-hydrate							json
dsmz_1190_composition	1190: FERROUS SULFATE/YEAST EXTRACT MEDIUM		0.2		g/L			json
dsmz_1190_composition	Yeast extract	CAS-RN:8013-01-2	20.0		ml/L			json
dsmz_1190_composition	50x Heterotrophic basal salts solution	solution:2374	20.0		ml/L			json
dsmz_1190_composition	Na2SO4 10-hydrate							json
dsmz_1190_composition	MgSO4 7-hydrate							json
dsmz_1190_composition	KH2PO4	PubChem:23710200						json
dsmz_1190_composition	FeSO4 7-hydrate							json
dsmz_1393_composition	Casamino Acid	ingredient:101	5.0		g/L			json
dsmz_1393_composition	Yeast Extract	CAS-RN:8013-01-2	5.0		g/L			json
dsmz_1176_composition	MgSO4 7-hydrate		1.0		M			json
dsmz_1176_composition	Yeast extract	CAS-RN:8013-01-2						json
dsmz_1176_composition	FeSO4 7-hydrate							json
dsmz_1176_composition	ZnSO4 7-hydrate							json
dsmz_1176_composition	MnCl2 4-hydrate							json
dsmz_1176_composition	H3BO	ingredient:1250						json
dsmz_1176_composition	CoCl2 6-hydrate							json
dsmz_1176_composition	CuCl2 2-hydrate							json
dsmz_1176_composition	NiCl2 6-hydrate							json
dsmz_1176_composition	Na2MoO4 2-hydrate							json
dsmz_952_composition	952. 1/10 NUTRIENT AGAR NO.2	medium:J23	1.0		g/L			json
dsmz_952_composition	Peptone	CAS-RN:73049-73-7	1.0		g/L			json
dsmz_952_composition	Meat extract	ingredient:2	0.5		g/L			json
dsmz_1375_composition	MgCl2 6-hydrate		3.0		g/L			json
dsmz_1375_composition	MgSO4 7-hydrate		0.5		g/L			json
dsmz_1375_composition	K2HPO4 3-hydrate		0.1		g/L			json
dsmz_1375_composition	Yeast extract	CAS-RN:8013-01-2	0.02		g/L			json
dsmz_1375_composition	MnSO4 x H2O	ingredient:1000	0.3		mg/L			json
dsmz_1375_composition	FeSO4 7-hydrate							json
dsmz_1375_composition	CoSO4 7-hydrate							json
dsmz_1375_composition	CaCl2 2-hydrate							json
dsmz_1375_composition	ZnSO4 7-hydrate							json
dsmz_1375_composition	CuSO4 5-hydrate							json
dsmz_1375_composition	Na2MoO4 2-hydrate							json
dsmz_1375_composition	NiCl2 6-hydrate							json
dsmz_1375_composition	Na2SeO3 5-hydrate							json
dsmz_1148_composition	MgCl2 6-hydrate		0.1		g/L			json
dsmz_1148_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_1148_composition	Peptone	CAS-RN:73049-73-7	5.0		g/L			json
dsmz_1570_composition	CaCl2 2-hydrate		0.15		g/L			json
dsmz_1570_composition	MgCl2 6-hydrate		3.05		g/L			json
dsmz_1570_composition	Modified Wolin's mineral solution	solution:241	0.66		g/L			json
dsmz_1570_composition	Na2S2O3 5-hydrate		10.0		ml/L			json
dsmz_830c_composition	subculturing may be carried out in liquid medium or on agar plates.		0.5		g/L			json
dsmz_830c_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_830c_composition	Proteose Peptone		0.5		g/L			json
dsmz_830c_composition	MgSO4 7-hydrate		0.3		g/L			json
dsmz_830c_composition	Agar if required		0.3		g/L			json
dsmz_388_composition	KH2PO4	PubChem:23710200	1.5		g/L			json
dsmz_388_composition	Na2HPO4 12-hydrate		4.2		g/L			json
dsmz_388_composition	MgCl2 6-hydrate		0.38		g/L			json
dsmz_388_composition	CaCl2 2-hydrate		0.06		g/L			json
dsmz_388_composition	Yeast extract	CAS-RN:8013-01-2	2.9		ml/L			json
dsmz_388_composition	Polypeptone	ingredient:442	2.4		ml/L			json
dsmz_388_composition	Sodium resazurin	CAS-RN:62758-13-8	1.7		ml/L			json
dsmz_388_composition	L-Cysteine HCl x H2O	ingredient:983	2.8		ml/L			json
dsmz_350_composition	KH2PO4	PubChem:23710200	1.5		g/L			json
dsmz_350_composition	MgCl2 6-hydrate		1.3		g/L			json
dsmz_350_composition	CaCl2 2-hydrate		0.1		g/L			json
dsmz_350_composition	FeSO4 7-hydrate		0.02		g/L			json
dsmz_350_composition	Yeast extract	CAS-RN:8013-01-2	1.25		mg/L			json
dsmz_350_composition	Cysteine-HCl x H2O	ingredient:983	5.0		g/L			json
dsmz_350_composition	resazurin and cysteine.							json
dsmz_153_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_153_composition	Sodium resazurin	CAS-RN:62758-13-8	5.0		g/L			json
dsmz_153_composition	Agar, for solid medium		2.5		g/L			json
dsmz_756_composition	Yeast extract	CAS-RN:8013-01-2	1.5		g/L			json
dsmz_756_composition	Peptone	CAS-RN:73049-73-7	1.5		g/L			json
dsmz_756_composition	Trace element solution	solution:6187	0.55		g/L			json
dsmz_756_composition	Stock solution	solution:6127	1.0		ml/L			json
dsmz_756_composition	MgSO4 7-hydrate		0.07		g/L			json
dsmz_756_composition	KH2PO4	PubChem:23710200	5.0		g/L			json
dsmz_756_composition	MnSO4 x H2O	ingredient:1000	0.5		g/L			json
dsmz_756_composition	ZnSO4 7-hydrate		1000.0		ml/L			json
dsmz_756_composition	FeSO4 7-hydrate		33.8		mg/L			json
dsmz_756_composition	CuSO4 5-hydrate		49.4		mg/L			json
dsmz_555_composition	555. SPORULATION-AGAR		1.0		g/L			json
dsmz_555_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_555_composition	Beef extract	ingredient:85	2.0		g/L			json
dsmz_555_composition	Trypt. Peptone		10.0		g/L			json
dsmz_768_composition	MgCl2 6-hydrate		3.92		g/L			json
dsmz_768_composition	CaCl2 2-hydrate		0.19		g/L			json
dsmz_768_composition	MgSO4 7-hydrate							json
dsmz_768_composition	FeSO4 7-hydrate							json
dsmz_768_composition	ZnSO4 7-hydrate							json
dsmz_768_composition	MnSO4 x H2O	ingredient:1000						json
dsmz_768_composition	CuSO4 5-hydrate							json
dsmz_768_composition	Na2B4O7 10-hydrate							json
dsmz_768_composition	Thiamine-HCl 2-hydrate							json
dsmz_651_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_651_composition	MgSO4 7-hydrate		1.25		g/L			json
dsmz_651_composition	CaCl2 2-hydrate		0.2		g/L			json
dsmz_651_composition	KH2PO4	PubChem:23710200	0.02		g/L			json
dsmz_651_composition	Vitamin solution	solution:6241	0.9		g/L			json
dsmz_651_composition	MnSO4x H2O	ingredient:1000						json
dsmz_651_composition	CuSO4 5-hydrate							json
dsmz_651_composition	Thiamine-HCl 2-hydrate							json
dsmz_91_composition	91. PROPIONIBACTERIUM AGAR		10.0		g/L			json
dsmz_91_composition	Casein peptone, tryptic digest		5.0		g/L			json
dsmz_91_composition	Yeast extract	CAS-RN:8013-01-2	10.0		g/L			json
dsmz_452_composition	Peptone	CAS-RN:73049-73-7						json
dsmz_452_composition	Yeast extract	CAS-RN:8013-01-2						json
dsmz_452_composition	KH2PO4	PubChem:23710200						json
dsmz_452_composition	MgSO4 7-hydrate							json
dsmz_452_composition	MnSO4 5-hydrate							json
dsmz_452_composition	CuSO4 5-hydrate							json
dsmz_452_composition	FeSO4 7-hydrate							json
dsmz_452_composition	Na3-Citrate	CAS-RN:6132-04-3						json
dsmz_257_composition	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json
dsmz_257_composition	Peptone	CAS-RN:73049-73-7	0.6		g/L			json
dsmz_257_composition	Tris-HCl buffer	CAS-RN:1185-53-1	1000.0		ml/L			json
dsmz_257_composition	1. Preparation of double layered agar plates:							json
dsmz_257_composition	one 24 h old agar slant culture and wash off grown cells in 0.5 ml sterile water.							json
dsmz_269_composition	MgSO4 7-hydrate		0.5		g/L			json
dsmz_269_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_480c_composition	CaCl2 2-hydrate		0.33		g/L			json
dsmz_480c_composition	MgCl2 6-hydrate		0.33		g/L			json
dsmz_480c_composition	KH2PO4	PubChem:23710200	0.33		g/L			json
dsmz_480c_composition	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json
dsmz_480c_composition	Sodium resazurin	CAS-RN:62758-13-8	3.9		g/L			json
dsmz_480c_composition	Na2S 9-hydrate		0.5		ml/L			json
dsmz_480c_composition	FeCl2 4-hydrate							json
dsmz_480c_composition	MnCl2 4-hydrate							json
dsmz_480c_composition	CoCl2 6-hydrate							json
dsmz_480c_composition	CuCl2 2-hydrate							json
dsmz_480c_composition	NiCl2 6-hydrate							json
dsmz_480c_composition	Na2MoO4 2-hydrate							json
dsmz_689_composition	MgCl2 6-hydrate		6.0		g/L			json
dsmz_689_composition	MgSO4 7-hydrate		1.0		g/L			json
dsmz_689_composition	CaCl2 2-hydrate		0.14		g/L			json
dsmz_689_composition	Yeast extract	CAS-RN:8013-01-2	2.0		ml/L			json
dsmz_689_composition	L-Cysteine HCl x H2O	ingredient:983	1.0		mg/L			json
dsmz_49_composition	CaCl2 2-hydrate		3.0		g/L			json
dsmz_473_composition	473. MEDIUM WITH EDTA AS CARBON SOURCE		1.4		g/L			json
dsmz_473_composition	KH2PO4	PubChem:23710200	0.02		g/L			json
dsmz_473_composition	MgSO4 7-hydrate		0.49		g/L			json
dsmz_670_composition	MgSO4 7-hydrate		2.0		g/L			json
dsmz_670_composition	FeSO4 7-hydrate		0.1		g/L			json
dsmz_248_composition	248. OAT FLAKES AGAR WITH YEAST EXTRACT		20.0		g/L			json
dsmz_248_composition	Yeast extract	CAS-RN:8013-01-2	1.0		ml/L			json
dsmz_248_composition	elements and agar.							json
ccap_ASW_300_composition	MgCl2 6-hydrate							json
ccap_ASW_300_composition	MgSO4 7-hydrate							json
ccap_ASW_300_composition	CaCl2 2-hydrate							json
dsmz_276_composition	Proteose peptone No. 3		7.5		g/L			json
dsmz_276_composition	Yeast extract	CAS-RN:8013-01-2	5.0		g/L			json
dsmz_276_composition	Na3-citrate	CAS-RN:6132-04-3	1.0		g/L			json
dsmz_276_composition	MgSO4 7-hydrate		3.0		g/L			json
dsmz_276_composition	Agar, if necessary		0.5		g/L			json
dsmz_1058a_composition	CaCl2 2-hydrate		1.0		ml/L			json
dsmz_1058a_composition	MgCl2 6-hydrate		0.05		g/L			json
dsmz_1058a_composition	Na2S2O3 5-hydrate		0.4		g/L			json
dsmz_1058a_composition	Seven vitamins solution	solution:4611	2.5		g/L			json
dsmz_318b_composition	KH2PO4	PubChem:23710200	0.3		g/L			json
dsmz_318b_composition	MgCl2 6-hydrate		0.1		g/L			json
dsmz_318b_composition	CaCl2 2-hydrate		0.08		g/L			json
dsmz_318b_composition	Trace element solution	solution:6187	10.0		ml/L			json
dsmz_318b_composition	Yeast extract	CAS-RN:8013-01-2	0.5		g/L			json
dsmz_318b_composition	Trypticase peptone		0.5		g/L			json
dsmz_318b_composition	Sodium resazurin	CAS-RN:62758-13-8	0.5		ml/L			json
dsmz_318b_composition	L-Cysteine HCl x H2O	ingredient:983	1.3		ml/L			json
dsmz_318b_composition	Na2S 9-hydrate		1.0		ml/L			json
dsmz_318b_composition	FeCl2 4-hydrate							json
dsmz_318b_composition	MnCl2 4-hydrate							json
dsmz_318b_composition	CoCl2 6-hydrate							json
dsmz_318b_composition	Na2MoO4 2-hydrate							json
dsmz_318b_composition	NiCl2 6-hydrate							json
dsmz_318b_composition	Na2SeO3 5-hydrate							json
dsmz_318b_composition	Na2WO4 2-hydrate							json
dsmz_68_composition	KH2PO4	PubChem:23710200	4.0		g/L			json
dsmz_68_composition	MgSO4 7-hydrate							json
dsmz_68_composition	Agar (Bacto), for solid medium							json
dsmz_68_composition	Na2S2O3 5-hydrate							json
dsmz_68_composition	ZnSO4 7-hydrate							json
dsmz_68_composition	CaCl2 2-hydrate							json
dsmz_68_composition	MnCl2 4-hydrate							json
dsmz_68_composition	FeSO4 7-hydrate							json
dsmz_68_composition	CuSO4 5-hydrate							json
dsmz_68_composition	CoCl2 6-hydrate							json
dsmz_696_composition	Peptone	CAS-RN:73049-73-7	10.0		g/L			json
dsmz_696_composition	Meat extract	ingredient:2	8.0		g/L			json
dsmz_696_composition	Yeast extract	CAS-RN:8013-01-2	3.0		g/L			json
dsmz_696_composition	KH2PO4	PubChem:23710200	2.5		g/L			json
dsmz_696_composition	MgSO4 7-hydrate		0.2		g/L			json
dsmz_696_composition	MnSO4 4-hydrate		0.05		g/L			json
dsmz_696_composition	Cysteine-HCl x H2O	ingredient:983	0.5		g/L			json
dsmz_56_composition	56. TRYPTICASE STARCH AGAR	medium:56	30.0		g/L			json
dsmz_56_composition	Yeast extract	CAS-RN:8013-01-2	2.0		g/L			json
dsmz_592_composition	Yeast extract	CAS-RN:8013-01-2	1.0		g/L			json
dsmz_592_composition	Tryptone	CAS-RN:84843-69-6	1.0		g/L			json
dsmz_592_composition	MgSO4 7-hydrate		1.3		g/L			json
dsmz_592_composition	KH2PO4	PubChem:23710200	0.247		g/L			json
dsmz_592_composition	CaCl2 2-hydrate		0.28		g/L			json
dsmz_592_composition	FeCl3 6-hydrate		0.074		g/L			json
dsmz_592_composition	MnCl2 4-hydrate							json
dsmz_592_composition	Na2B4O7 10-hydrate							json
dsmz_592_composition	ZnSO4 7-hydrate							json
dsmz_592_composition	CuCl2 x H2O							json
dsmz_592_composition	Na2MoO4 2-hydrate							json
dsmz_592_composition	VOSO4 2-hydrate							json
dsmz_791_composition	Yeast extract	CAS-RN:8013-01-2	100.0		mg/L			json
dsmz_791_composition	Basal salts solution	ingredient:1732	5.0		mg/L			json
