medium_id	original	mapped	value	concentration	unit	mmol_l	optional	source	normalized_compound	hydration_number	chebi_match	chebi_id	chebi_original_name	similarity_score	match_confidence	matching_method	mapping_status	mapping_quality	base_compound	base_formula	water_molecules	hydrate_formula	base_chebi_id	base_chebi_label	base_chebi_formula	hydration_state	hydration_parsing_method	hydration_confidence	base_compound_for_mapping	base_molecular_weight	water_molecular_weight	hydrated_molecular_weight	corrected_mmol_l
ccap_L1_composition	2.05 x 10-9		1.0		g			json		0							unmapped	none	2.05 x 10-9	2.05x10-9		2.05x10-9					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	2.96 x 10-7		1.0		g			json		0							unmapped	none	2.96 x 10-7	2.96x10-7		2.96x10-7					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	3.69 x 10-10		1.0		g			json		0							unmapped	none	3.69 x 10-10	3.69x10-10		3.69x10-10					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Add first two chemicals separately in 500ml/dH2O, allowing each to completely		500.0		ml			json		0							unmapped	none	Add first two chemicals separately in 500ml/dH2O, allowing each to completely	Addfirsttwochemicalsseparatelyin500ml/dH2O,allowingeachtocompletely		Addfirsttwochemicalsseparatelyin500ml/dH2O,allowingeachtocompletely					no_hydration	high		100.0	0.0	100.0	5000.0
ccap_L1_composition	Amount/Volume		1.0		g			json		0							unmapped	none	Amount/Volume	Amount/Volume		Amount/Volume					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Approved: 30APR20		1.0		g			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	CCAP (Culture Collection of Algae and Protozoa), SAMS Ltd,		1.0		g			json		0							unmapped	none	CCAP (Culture Collection of Algae and Protozoa), SAMS Ltd,	CCAP(CultureCollectionofAlgaeandProtozoa),SAMSLtd,		CCAP(CultureCollectionofAlgaeandProtozoa),SAMSLtd,					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Chemical		1.0		g			json		0							unmapped	none	Chemical	Chemical		Chemical					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	CoCl2·6H2O		1.0		g			json		0							unmapped	none	CoCl2·6H2O	CoCl2·6H2O		CoCl2·6H2O					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Cyanocobalamin (B12)		1.0		g			json		0							unmapped	none	Cyanocobalamin (B12)	Cyanocobalamin(B12)		Cyanocobalamin(B12)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Cyanocobalamin (Vitamin B12)		1.0		g			json		0							unmapped	none	Cyanocobalamin (Vitamin B12)	Cyanocobalamin(VitaminB12)		Cyanocobalamin(VitaminB12)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Email: ccap@sams.ac.uk  Web: www.ccap.ac.uk		1.0		g			json		0							unmapped	none	Email: ccap@sams.ac.uk  Web: www.ccap.ac.uk	Email:ccap@sams.ac.ukWeb:www.ccap.ac.uk		Email:ccap@sams.ac.ukWeb:www.ccap.ac.uk					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	For ease of measuring first prepare primary stock solutions.		1.0		g			json		0							unmapped	none	For ease of measuring first prepare primary stock solutions.	Foreaseofmeasuringfirstprepareprimarystocksolutions.		Foreaseofmeasuringfirstprepareprimarystocksolutions.					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Into 950 ml of deionised water, dissolve the thiamine HCl and add 1 ml of the primary		950.0		ml			json		0							unmapped	none	Into 950 ml of deionised water, dissolve the thiamine HCl and add 1 ml of the primary	Into950mlofdeionisedwater,dissolvethethiamineHClandadd1mloftheprimary		Into950mlofdeionisedwater,dissolvethethiamineHClandadd1mloftheprimary					no_hydration	high		100.0	0.0	100.0	9500.0
ccap_L1_composition	Media Preparation Recipe Template		1.0		g			json		0							unmapped	none	Media Preparation Recipe Template	MediaPreparationRecipeTemplate		MediaPreparationRecipeTemplate					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	NiSO4·6H2O		1.0		g			json		0							unmapped	none	NiSO4·6H2O	NiSO4·6H2O		NiSO4·6H2O					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Primary Stock		1.0		g			json		0							unmapped	none	Primary Stock	PrimaryStock		PrimaryStock					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Primary stock		1.0		g			json		0							unmapped	none	Primary stock	Primarystock		Primarystock					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	QF 09		1.0		g			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Scottish Marine Institute, Oban, Argyll, PA37 1QA, UK		1.0		g			json		0							unmapped	none	Scottish Marine Institute, Oban, Argyll, PA37 1QA, UK	ScottishMarineInstitute,Oban,Argyll,PA371QA,UK		ScottishMarineInstitute,Oban,Argyll,PA371QA,UK					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Stock solution 3 (Trace elements)		1.0		g			json		0							unmapped	none	Stock solution 3 (Trace elements)	Stocksolution3(Traceelements)		Stocksolution3(Traceelements)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Stock solution 4 (Vitamin mix)		1.0		g			json		0							unmapped	none	Stock solution 4 (Vitamin mix)	Stocksolution4(Vitaminmix)		Stocksolution4(Vitaminmix)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Tel: +44 (0)1631 559000  Fax: +44 (0)1631 559001		1.0		g			json		0							unmapped	none	Tel: +44 (0)1631 559000  Fax: +44 (0)1631 559001	Tel:+44(0)1631559000Fax:+44(0)1631559001		Tel:+44(0)1631559000Fax:+44(0)1631559001					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Thiamine HCl (B1)		1.0		g			json		0							unmapped	none	Thiamine HCl (B1)	ThiamineHCl(B1)		ThiamineHCl(B1)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Thiamine HCl (Vitamin B1)		1.0		g			json		0							unmapped	none	Thiamine HCl (Vitamin B1)	ThiamineHCl(VitaminB1)		ThiamineHCl(VitaminB1)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	Vitamin mix continued:		1.0		g			json		0							unmapped	none	Vitamin mix continued:	Vitaminmixcontinued:		Vitaminmixcontinued:					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	dissolve before adding the primary stocks in order:		1.0		g			json		0							unmapped	none	dissolve before adding the primary stocks in order:	dissolvebeforeaddingtheprimarystocksinorder:		dissolvebeforeaddingtheprimarystocksinorder:					no_hydration	high		100.0	0.0	100.0	10.0
ccap_L1_composition	for 500ml working		500.0		ml			json		0							unmapped	none	for 500ml working	for500mlworking		for500mlworking					no_hydration	high		100.0	0.0	100.0	5000.0
ccap_L1_composition	stocks. Bring volume to 1 litre with deionised water. Filter sterilise and store frozen.		1.0		g			json		0							unmapped	none	stocks. Bring volume to 1 litre with deionised water. Filter sterilise and store frozen.	stocks.Bringvolumeto1litrewithdeionisedwater.Filtersteriliseandstorefrozen.		stocks.Bringvolumeto1litrewithdeionisedwater.Filtersteriliseandstorefrozen.					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MAF6_SE_composition	Autoclave at 15 psi for		15.0		m			json		0							unmapped	none	Autoclave at 15 psi for	Autoclaveat15psifor		Autoclaveat15psifor					no_hydration	high		100.0	0.0	100.0	150.0
ccap_MAF6_SE_composition	"Trace element solution (2)

Add to  1000  ml  of  distilled water"		0.75		g			json		0							unmapped	none	"Trace element solution (2)

Add to  1000  ml  of  distilled water"	Traceelementsolution(2)Addto1000mlofdistilledwater		Traceelementsolution(2)Addto1000mlofdistilledwater					no_hydration	high		100.0	0.0	100.0	7.5
ccap_MAF6_SE_composition	Vitamin B1  (3)		0.12		g			json		0							unmapped	none	Vitamin B1  (3)	VitaminB1(3)		VitaminB1(3)					no_hydration	high		100.0	0.0	100.0	1.2
ccap_MAF6_SE_composition	take 1 ml of this solution and add		99.0		m			json		0							unmapped	none	take 1 ml of this solution and add	take1mlofthissolutionandadd		take1mlofthissolutionandadd					no_hydration	high		100.0	0.0	100.0	990.0
ccap_MASM_composition	(1)  MgSO4.7H2O		0.004		g			json		7							unmapped	none	(1)  MgSO4	(1)MgSO4		(1)MgSO4.7H2O					hydrate_pattern	high		100.0	126.105	226.105	0.017691
ccap_MASM_composition	Approved: 30APR20		0.041		g			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	0.41
ccap_MASM_composition	MASM (Modified Artificial Seawater Medium)		0.005		g			json		0							unmapped	none	MASM (Modified Artificial Seawater Medium)	MASM(ModifiedArtificialSeawaterMedium)		MASM(ModifiedArtificialSeawaterMedium)					no_hydration	high		100.0	0.0	100.0	0.05
ccap_MASM_composition	QF 09		0.75		g			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	7.5
ccap_MASM_composition	Revision: 001		0.097		g			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	0.97
ccap_MASM_composition	Stocks		0.002		g			json		0							unmapped	none	Stocks	Stocks		Stocks					no_hydration	high		100.0	0.0	100.0	0.02
ccap_MBBM_composition	Autoclave at 15 psi for		15.0		m			json		0							unmapped	none	Autoclave at 15 psi for	Autoclaveat15psifor		Autoclaveat15psifor					no_hydration	high		100.0	0.0	100.0	150.0
ccap_MBBM_composition	For  agar  add		15.0		g			json		0							unmapped	none	For  agar  add	Foragaradd		Foragaradd					no_hydration	high		100.0	0.0	100.0	150.0
ccap_MBBM_composition	"H2O

(1)"		25.0		g			json		0							unmapped	none	"H2O

(1)"	H2O(1)		H2O(1)					no_hydration	high		100.0	0.0	100.0	250.0
ccap_MBBM_composition	"KH2PO4
(6)"		2.5		g			json		0							unmapped	none	"KH2PO4
(6)"	KH2PO4(6)		KH2PO4(6)					no_hydration	high		100.0	0.0	100.0	25.0
ccap_MBBM_composition	"NaNO3
(2)"		2.5		g			json		0							unmapped	none	"NaNO3
(2)"	NaNO3(2)		NaNO3(2)					no_hydration	high		100.0	0.0	100.0	25.0
ccap_MBBM_composition	"Trace element solution (7)

Add to  1000  ml  of  distilled water"		0.75		g			json		0							unmapped	none	"Trace element solution (7)

Add to  1000  ml  of  distilled water"	Traceelementsolution(7)Addto1000mlofdistilledwater		Traceelementsolution(7)Addto1000mlofdistilledwater					no_hydration	high		100.0	0.0	100.0	7.5
ccap_MBBM_composition	Vitamin B1  (8)		0.12		g			json		0							unmapped	none	Vitamin B1  (8)	VitaminB1(8)		VitaminB1(8)					no_hydration	high		100.0	0.0	100.0	1.2
ccap_MBBM_composition	of Bacto peptone and		5.0		g			json		0							unmapped	none	of Bacto peptone and	ofBactopeptoneand		ofBactopeptoneand					no_hydration	high		100.0	0.0	100.0	50.0
ccap_MBBM_composition	take 1 ml of this solution and add		99.0		m			json		0							unmapped	none	take 1 ml of this solution and add	take1mlofthissolutionandadd		take1mlofthissolutionandadd					no_hydration	high		100.0	0.0	100.0	990.0
ccap_MBBM_composition	"trace element solution (see below)
(8)  vitamin B1 (see below)
(9)  vitamin B12  (see below)

NaCl"		30.0		m			json		0							unmapped	none	"trace element solution (see below)
(8)  vitamin B1 (see below)
(9)  vitamin B12  (see below)

NaCl"	traceelementsolution(seebelow)(8)vitaminB1(seebelow)(9)vitaminB12(seebelow)NaCl		traceelementsolution(seebelow)(8)vitaminB1(seebelow)(9)vitaminB12(seebelow)NaCl					no_hydration	high		100.0	0.0	100.0	300.0
ccap_MCH_composition	Freshwater protozoa		1.0		l			json		0							unmapped	none	Freshwater protozoa	Freshwaterprotozoa		Freshwaterprotozoa					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MCH_composition	MCH (Modified Chalkley's Medium)		1.0		ml			json		0							unmapped	none	MCH (Modified Chalkley's Medium)	MCH(ModifiedChalkley'sMedium)		MCH(ModifiedChalkley'sMedium)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MCII_composition	Casein digest (Casitone, cat. no. 225930) *		0.8		g			json		0							unmapped	none	Casein digest (Casitone, cat. no. 225930) *	Caseindigest(Casitone,cat.no.225930)*		Caseindigest(Casitone,cat.no.225930)*					no_hydration	high		100.0	0.0	100.0	8.0
ccap_MCII_composition	Freshwater protozoa		1.325		g			json		0							unmapped	none	Freshwater protozoa	Freshwaterprotozoa		Freshwaterprotozoa					no_hydration	high		100.0	0.0	100.0	13.25
ccap_MCII_composition	KH2PO4		2.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	18.370196
ccap_MCII_composition	MC II (Modified Chang's Medium (MC))		10.0		g			json		0							unmapped	none	MC II (Modified Chang's Medium (MC))	MCII(ModifiedChang'sMedium(MC))		MCII(ModifiedChang'sMedium(MC))					no_hydration	high		100.0	0.0	100.0	100.0
ccap_MCII_composition	Na2HPO4  anydrous		5.0		g			json		0							unmapped	none	Na2HPO4  anydrous	Na2HPO4anydrous		Na2HPO4anydrous					no_hydration	high		100.0	0.0	100.0	50.0
ccap_MCII_composition	To be added later:		180.0		ml			json		0							unmapped	none	To be added later:	Tobeaddedlater:		Tobeaddedlater:					no_hydration	high		100.0	0.0	100.0	1800.0
ccap_MCII_composition	Yeast extract (Oxoid LP0021) **		20.0		ml			json		0							unmapped	none	Yeast extract (Oxoid LP0021) **	Yeastextract(OxoidLP0021)**		Yeastextract(OxoidLP0021)**					no_hydration	high		100.0	0.0	100.0	200.0
ccap_MC_composition	Casein digest (Casitone, cat. no. 225930) *		5.0		g			json		0							unmapped	none	Casein digest (Casitone, cat. no. 225930) *	Caseindigest(Casitone,cat.no.225930)*		Caseindigest(Casitone,cat.no.225930)*					no_hydration	high		100.0	0.0	100.0	50.0
ccap_MC_composition	Extract Medium)		2.5		g			json		0							unmapped	none	Extract Medium)	ExtractMedium)		ExtractMedium)					no_hydration	high		100.0	0.0	100.0	25.0
ccap_MC_composition	Freshwater protozoa		0.8		g			json		0							unmapped	none	Freshwater protozoa	Freshwaterprotozoa		Freshwaterprotozoa					no_hydration	high		100.0	0.0	100.0	8.0
ccap_MC_composition	KH2PO4		2.5		g			json		0							unmapped	none	KH2PO4	KH2PO4		KH2PO4					no_hydration	high		136.09	0.0	136.09	18.370196
ccap_MC_composition	Liver digest (Oxoid LP0027) **		180.0		ml			json		0							unmapped	none	Liver digest (Oxoid LP0027) **	Liverdigest(OxoidLP0027)**		Liverdigest(OxoidLP0027)**					no_hydration	high		100.0	0.0	100.0	1800.0
ccap_MC_composition	MC (Modified Chang's Serum­Casein­Glucose­Yeast		10.0		g			json		0							unmapped	none	MC (Modified Chang's Serum­Casein­Glucose­Yeast	MC(ModifiedChang'sSerum­Casein­Glucose­Yeast		MC(ModifiedChang'sSerum­Casein­Glucose­Yeast					no_hydration	high		100.0	0.0	100.0	100.0
ccap_MC_composition	Na2HPO4.7H2O		2.5		g			json		7							unmapped	none	Na2HPO4	Na2HPO4		Na2HPO4.7H2O					hydrate_pattern	high		141.96	126.105	268.065	9.326096
ccap_MC_composition	Yeast extract (Oxoid LP0021) **		20.0		ml			json		0							unmapped	none	Yeast extract (Oxoid LP0021) **	Yeastextract(OxoidLP0021)**		Yeastextract(OxoidLP0021)**					no_hydration	high		100.0	0.0	100.0	200.0
ccap_MDY_V_composition	(1)  50 g		4.0		mg			json		0							unmapped	none	(1)  50 g	(1)50g		(1)50g					no_hydration	high		100.0	0.0	100.0	40.0
ccap_MDY_V_composition	(2)  3.0 g		0.12		g			json		0							unmapped	none	(2)  3.0 g	(2)3.0g		(2)3.0g					no_hydration	high		100.0	0.0	100.0	1.2
ccap_MDY_V_composition	(3)  2.68 g  NH4Cl		0.1		g			json		0							unmapped	none	(3)  2.68 g  NH4Cl	(3)2.68gNH4Cl		(3)2.68gNH4Cl					no_hydration	high		100.0	0.0	100.0	1.0
ccap_MDY_V_composition	(4)  20.0 g  NaNO3		99.0		ml			json		0							unmapped	none	(4)  20.0 g  NaNO3	(4)20.0gNaNO3		(4)20.0gNaNO3					no_hydration	high		100.0	0.0	100.0	990.0
ccap_MDY_V_composition	. 7H2O		5.0		mg			json		0							unmapped	none	. 7H2O	.7H2O		.7H2O					no_hydration	high		100.0	0.0	100.0	50.0
ccap_MDY_V_composition	MDY­V (Modified DY­V Medium)		1000.0		ml			json		0							unmapped	none	MDY­V (Modified DY­V Medium)	MDY­V(ModifiedDY­VMedium)		MDY­V(ModifiedDY­VMedium)					no_hydration	high		100.0	0.0	100.0	10000.0
ccap_MDY_V_composition	Stock solutions in g / 1000 ml water		97.0		mg			json		0							unmapped	none	Stock solutions in g / 1000 ml water	Stocksolutionsing/1000mlwater		Stocksolutionsing/1000mlwater					no_hydration	high		100.0	0.0	100.0	970.0
ccap_MDY_V_composition	for 1 litre final medium		41.0		mg			json		0							unmapped	none	for 1 litre final medium	for1litrefinalmedium		for1litrefinalmedium					no_hydration	high		100.0	0.0	100.0	410.0
ccap_MErds_MY75S_composition	Biphasic.  See separate recipes.		1.0		ml			json		0							unmapped	none	Biphasic.  See separate recipes.	Biphasic.Seeseparaterecipes.		Biphasic.Seeseparaterecipes.					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MErds_MY75S_composition	solution → psi for		15.0		m			solution_expansion		0							unmapped	none	solution → psi for	solution→psifor	0.0	solution→psifor				anhydrous	no_hydration	high	psi for	100.0	0.0	100.0	150.0
ccap_MErds_composition	(1)  NaNO3 (Use 3N-BBM+V stock 1)		20.0		ml			json		0							unmapped	none	(1)  NaNO3 (Use 3N-BBM+V stock 1)	(1)NaNO3(Use3N-BBM+Vstock1)		(1)NaNO3(Use3N-BBM+Vstock1)					no_hydration	high		100.0	0.0	100.0	200.0
ccap_MErds_composition	(2)  Na2HPO4.2H2O (Use MPringsheim stock 3)		100.0		ml			json		2							unmapped	none	(2)  Na2HPO4	(2)Na2HPO4		(2)Na2HPO4.2H2O					hydrate_pattern	high		100.0	36.03	136.03	735.131956
ccap_MErds_composition	Approved: 30APR20		0.62		ml			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	6.2
ccap_MErds_composition	Marine protozoa		1.0		g			json		0							unmapped	none	Marine protozoa	Marineprotozoa		Marineprotozoa					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MErds_composition	QF 09		100.0		ml			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	1000.0
ccap_MErds_composition	Revision: 001		2.65		ml			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	26.5
ccap_MErds_composition	SES medium - See below		1.0		l			json		0							unmapped	none	SES medium - See below	SESmedium-Seebelow		SESmedium-Seebelow					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MErds_composition	Stock		1.0		g			json		0							unmapped	none	Stock	Stock		Stock					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MErds_composition	per 100 ml		10.0		g			json		0							unmapped	none	per 100 ml	per100ml		per100ml					no_hydration	high		100.0	0.0	100.0	100.0
ccap_MErds_composition	solution → psi for		15.0		m			solution_expansion		0							unmapped	none	solution → psi for	solution→psifor	0.0	solution→psifor				anhydrous	no_hydration	high	psi for	100.0	0.0	100.0	150.0
ccap_MHY_composition	MHY Stock		10.0		x			json		0							unmapped	none	MHY Stock	MHYStock		MHYStock					no_hydration	high		100.0	0.0	100.0	100.0
ccap_MWC_composition	(1)  CaCl2.2H2O		5.0		ml			json		2							unmapped	none	(1)  CaCl2	(1)CaCl2		(1)CaCl2.2H2O					hydrate_pattern	high		100.0	36.03	136.03	36.756598
ccap_MWC_composition	(2)  MgSO4.7H2O		5.0		ml			json		7							unmapped	none	(2)  MgSO4	(2)MgSO4		(2)MgSO4.7H2O					hydrate_pattern	high		100.0	126.105	226.105	22.11362
ccap_MWC_composition	(3)  NaHCO3		0.115		g			json		0							unmapped	none	(3)  NaHCO3	(3)NaHCO3		(3)NaHCO3					no_hydration	high		100.0	0.0	100.0	1.15
ccap_MWC_composition	(4)  K2HPO4.3H2O		1.0		ml			json		3							unmapped	none	(4)  K2HPO4	(4)K2HPO4		(4)K2HPO4.3H2O					hydrate_pattern	high		100.0	54.045	154.04500000000002	6.49161
ccap_MWC_composition	(5)  NaNO3		0.1		ml			json		0							unmapped	none	(5)  NaNO3	(5)NaNO3		(5)NaNO3					no_hydration	high		100.0	0.0	100.0	1.0
ccap_MWC_composition	(6)  Na2O3Si.5H2O		1.0		ml			json		5							unmapped	none	(6)  Na2O3Si	(6)Na2O3Si		(6)Na2O3Si.5H2O					hydrate_pattern	high		100.0	90.075	190.075	5.261081
ccap_MWC_composition	(7)  Trace elements: (x10 Concentrate)		1.0		l			json		0							unmapped	none	(7)  Trace elements: (x10 Concentrate)	(7)Traceelements:(x10Concentrate)		(7)Traceelements:(x10Concentrate)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MWC_composition	Approved: 30APR20		0.1		g			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	1.0
ccap_MWC_composition	Freshwater algae		0.1		g			json		0							unmapped	none	Freshwater algae	Freshwateralgae		Freshwateralgae					no_hydration	high		100.0	0.0	100.0	1.0
ccap_MWC_composition	MWC (Modified WC Medium)		1.0		ml			json		0							unmapped	none	MWC (Modified WC Medium)	MWC(ModifiedWCMedium)		MWC(ModifiedWCMedium)					no_hydration	high		100.0	0.0	100.0	10.0
ccap_MWC_composition	QF 09		0.0005		g			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	0.005
ccap_MWC_composition	Revision: 001		0.0005		g			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	0.005
ccap_MWC_composition	Stocks		0.1		g			json		0							unmapped	none	Stocks	Stocks		Stocks					no_hydration	high		100.0	0.0	100.0	1.0
ccap_MWC_composition	per 100ml		100.0		mg			json		0							unmapped	none	per 100ml	per100ml		per100ml					no_hydration	high		100.0	0.0	100.0	1000.0
ccap_MW_composition	Dispense into suitable vessels and autoclave at 15 psi for		15.0		m			json		0							unmapped	none	Dispense into suitable vessels and autoclave at 15 psi for	Dispenseintosuitablevesselsandautoclaveat15psifor		Dispenseintosuitablevesselsandautoclaveat15psifor					no_hydration	high		100.0	0.0	100.0	150.0
ccap_MY75S_composition	Approved: 30APR20		0.1		g			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	1.0
ccap_MY75S_composition	Marine Protozoa		15.0		g			json		0							unmapped	none	Marine Protozoa	MarineProtozoa		MarineProtozoa					no_hydration	high		100.0	0.0	100.0	150.0
ccap_MY75S_composition	QF 09		750.0		ml			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	7500.0
ccap_MY75S_composition	Revision: 001		250.0		ml			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	2500.0
ccap_MY75S_composition	solution → psi for		15.0		m			solution_expansion		0							unmapped	none	solution → psi for	solution→psifor	0.0	solution→psifor				anhydrous	no_hydration	high	psi for	100.0	0.0	100.0	150.0
ccap_N75S_NSW_composition	Reference to Medium 2		1.0		reference			json		0							unmapped	none	Reference to Medium 2	ReferencetoMedium2		ReferencetoMedium2					no_hydration	high		100.0	0.0	100.0	10.0
ccap_N75S_composition	Marine protozoa		250.0		ml			json		0							unmapped	none	Marine protozoa	Marineprotozoa		Marineprotozoa					no_hydration	high		100.0	0.0	100.0	2500.0
ccap_N75S_composition	N75S (New Cereal Leaf­75% Seawater)		750.0		ml			json		0							unmapped	none	N75S (New Cereal Leaf­75% Seawater)	N75S(NewCerealLeaf­75%Seawater)		N75S(NewCerealLeaf­75%Seawater)					no_hydration	high		100.0	0.0	100.0	7500.0
ccap_N75S_composition	Natural filtered seawater		1.0		g			json		0							unmapped	none	Natural filtered seawater	Naturalfilteredseawater		Naturalfilteredseawater					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_0_01_NPA_composition	Biphasic.  See separate recipes.		1.0		l			json		0							unmapped	none	Biphasic.  See separate recipes.	Biphasic.Seeseparaterecipes.		Biphasic.Seeseparaterecipes.					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_0_01_NPA_composition	Protozoa		1.0		l			json		0							unmapped	none	Protozoa	Protozoa		Protozoa					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_MP_composition	Reference to Medium 3		1.0		reference			json		0							unmapped	none	Reference to Medium 3	ReferencetoMedium3		ReferencetoMedium3					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_PJ_0_01_NPA_composition	Reference to Medium 3		1.0		reference			json		0							unmapped	none	Reference to Medium 3	ReferencetoMedium3		ReferencetoMedium3					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_PJ_composition	Reference to Medium 3		1.0		reference			json		0							unmapped	none	Reference to Medium 3	ReferencetoMedium3		ReferencetoMedium3					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_composition	Approved: 30APR20		1.0		l			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_composition	QF 09		1.0		ml			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_composition	Revision: 001		1.0		g			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NCL_composition	solution → Continue to boil for		5.0		m			solution_expansion		0							unmapped	none	solution → Continue to boil for	solution→Continuetoboilfor	0.0	solution→Continuetoboilfor				anhydrous	no_hydration	high	Continue to boil for	100.0	0.0	100.0	50.0
ccap_NCL_composition	solution → psi for		15.0		m			solution_expansion		0							unmapped	none	solution → psi for	solution→psifor	0.0	solution→psifor				anhydrous	no_hydration	high	psi for	100.0	0.0	100.0	150.0
ccap_NN_composition	Approved: 30APR20		1.0		l			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	10.0
ccap_NN_composition	QF 09		5.0		ml			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	50.0
ccap_NN_composition	Revision: 001		15.0		g			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	150.0
ccap_PAS_composition	QF 09		5.0		ml			json		0							unmapped	none	QF 09	QF09		QF09					no_hydration	high		100.0	0.0	100.0	50.0
ccap_PAS_composition	Revision: 001		1.0		l			json		0							unmapped	none	Revision: 001	Revision:001		Revision:001					no_hydration	high		100.0	0.0	100.0	10.0
ccap_PC_composition	(1)  MgSO4.7H2O		10.0		ml			json		7							unmapped	none	(1)  MgSO4	(1)MgSO4		(1)MgSO4.7H2O					hydrate_pattern	high		100.0	126.105	226.105	44.22724
ccap_PC_composition	Approved: 30APR20		10.0		g			json		0							unmapped	none	Approved: 30APR20	Approved:30APR20		Approved:30APR20					no_hydration	high		100.0	0.0	100.0	100.0
ccap_PC_composition	Freshwater protozoa		1.0		ml			json		0							unmapped	none	Freshwater protozoa	Freshwaterprotozoa		Freshwaterprotozoa					no_hydration	high		100.0	0.0	100.0	10.0
