original_name	mapped_id	chebi_label	chebi_formula
(1)  Ca(NO3)2.4H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3
(5)  Sodium metasilicate	CHEBI:60720	sodium silicate	2Na.O3Si
(Agar	CHEBI:2509	agar	
(NH4) citrate	CAS-RN:3458-72-8		
(NH4)2 citrate	CAS-RN:3012-65-5		
(NH4)2 SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S
(NH4)2MoO4	CHEBI:91249	ammonium molybdate	2H4N.MoO4
(NH4)2Ni(SO4)2	CHEBI:86149	ammonium nickel sulfate hexahydrate	6H2O.2H4N.Ni.2O4S
(NH4)2Ni(SO4)2 x 6 H2O (0.1% w/v)	CHEBI:86149	ammonium nickel sulfate hexahydrate	6H2O.2H4N.Ni.2O4S
(NH4)2Ni(SO4)2·6H2O	CHEBI:86149	ammonium nickel sulfate hexahydrate	6H2O.2H4N.Ni.2O4S
(NH4)2Ni(SO4)2•6H2O	CHEBI:86149	ammonium nickel sulfate hexahydrate	6H2O.2H4N.Ni.2O4S
(NH4)2S4	CHEBI:62946	ammonium sulfate	2H4N.O4S
(NH4)2SO4	CHEBI:62946	ammonium sulfate	2H4N.O4S
(NH4)3 citrate	CAS-RN:3458-72-8		
(NH4)6Mo7O24	CAS-RN:12027-67-7		
(NH4)6Mo7O24 x 4 H2O	CAS-RN:12054-85-2		
(NH4)6Mo7O24·4H2O	CAS-RN:12054-85-2		
(NH4)6Mo7O4 x 24 H2O	CAS-RN:12054-85-2		
(NH4)6MoO24·4H2O	CAS-RN:12054-85-2		
(NH4)6MoO7O24 x 4 H2O	CAS-RN:12054-85-2		
(NH4)H2PO4	CAS-RN:7722-76-1		
(NH4)HCO3	CAS-RN:1066-33-7		
(NH4)Mo7O24·4H2O	CAS-RN:12054-85-2		
(NH4)MoO7O24 x 4 H2O	CAS-RN:12054-85-2		
(NH4)NO3	CAS-RN:6484-52-2		
--Chloramphenicol	PUBCHEM.COMPOUND:5959.0		
--Quinic acid	PUBCHEM.COMPOUND:6508.0		
.MgSO4 x 7 H2O	CAS-RN:10034-99-8		
0.2% Thiamine pyrophosphate	CHEBI:9532	thiamine(1+) diphosphate	C12H19N4O7P2S
0.5 M Nitrilotriacetic acid, disodium salt	CHEBI:132766	sodium nitrilotriacetate	C6H6NO6.3Na
1 M Sodium acetate	CHEBI:32954	sodium acetate	C2H3O2.Na
1 M Sodium butyrate	CHEBI:64103	sodium butyrate	C4H7O2.Na
1 M Sodium lactate	CHEBI:75228	sodium lactate	C3H5O3.Na
1 M Sodium pyruvate*	CHEBI:50144	sodium pyruvate	C3H3O3.Na
1,4-Naphthoquinone	CHEBI:27418	1,4-naphthoquinone	C10H6O2
2-Methyl-butyric acid	CHEBI:37070	2-methylbutyric acid	C5H10O2
2-Methylbutyric acid	CHEBI:37070	2-methylbutyric acid	C5H10O2
2-Oxoglutarate	CHEBI:16810	2-oxoglutarate(2-)	C5H4O5
2Na-EDTA	CHEBI:64734	EDTA disodium salt (anhydrous)	C10H14N2O8.2Na
3-Indolyl acetic acid	CHEBI:88356	3-methylphenylacetic acid	C9H10O2
3-Methyl-butyric acid	CHEBI:28484	isovaleric acid	C5H10O2
4-Hydroxyphenyl acetic acid	CHEBI:18101	4-hydroxyphenylacetic acid	C8H8O3
5% defibrinated sheep blood	UBERON:0000178		
Absolute ethanol	PubChem:702		
ACES	CHEBI:39061	ACES	
Acetic acid	CHEBI:15366	acetic acid	C2H4O2
Activated carbon	CAS-RN:7440-44-0		
agar	CHEBI:2509	agar	
Agar	CHEBI:2509	agar	
agarose	CHEBI:2511	agarose	(C12H18O9)n.C12H20O10
Agarose	CHEBI:2511	agarose	(C12H18O9)n.C12H20O10
Al2SO43 x 18 H2O	PUBCHEM.COMPOUND:24850		
AlCl3	CHEBI:30114	aluminium trichloride	AlCl3
AlCl3 x 6 H2O	CHEBI:30115	aluminium trichloride hexahydrate	AlCl3.6H2O
AlCl3.6H2O	CHEBI:30115	aluminium trichloride hexahydrate	AlCl3.6H2O
AlCl3·6H2O	CHEBI:30115	aluminium trichloride hexahydrate	AlCl3.6H2O
AlK(SO4)2	CHEBI:86463	potassium aluminium sulfate	Al.K.2O4S
AlK(SO4)2 x 12H2O	CHEBI:86465	potassium aluminium sulfate dodecahydrate	Al.12H2O.K.2O4S
AlK(SO4)2·12H2O	CHEBI:86465	potassium aluminium sulfate dodecahydrate	Al.12H2O.K.2O4S
AlKSO42	PUBCHEM.COMPOUND:24856		
AlKSO42 x 12 H2O	PUBCHEM.COMPOUND:24856		
Ammonium acetate	CHEBI:62947	ammonium acetate	C2H3O2.H4N
ammonium chloride	CHEBI:31206	ammonium chloride	Cl.H4N
Ammonium ferric citrate	CHEBI:31604	ferric ammonium citrate	
Ammonium Molybdate	CHEBI:91249	ammonium molybdate	2H4N.MoO4
Ammonium Sulfate	CHEBI:62946	ammonium sulfate	2H4N.O4S
Arginine	CHEBI:32696	argininium(1+)	C6H15N4O2
Ascorbic acid	CHEBI:22652	ascorbic acid	
B12	CHEBI:156213	(4-{[(3,5-dimethylisoxazol-4-yl)methyl]amino}quinazolin-2-yl)methanol	C15H16N4O2
BaCl2	CHEBI:63317	barium chloride	Ba.2Cl
BaCl2 x 2 H2O	CHEBI:63317	barium chloride	Ba.2Cl
BaCl2·2H2O	CHEBI:86153	barium chloride dihydrate	Ba.2Cl.2H2O
Bacto beef extract	CHEBI:132852	lespedezol D1	C16H14O5
Bacto Peptone	CAS-RN:51142-18-8		
Bacto peptone	CAS-RN:51142-18-8		
Bacto Soytone	CHEBI:8150		
Bacto Tryptic Soy Broth without Dextrose	medium:1260		
Bacto-peptone	CAS-RN:51142-18-8		
Bacto-Peptone	CAS-RN:51142-18-8		
Bacto-Tryptone	CHEBI:78018	dodecylphosphocholine	C17H38NO4P
Bactopeptone	CAS-RN:51142-18-8		
Basal salts solution	ingredient:1732		
Beef extract	CHEBI:132852	lespedezol D1	C16H14O5
beef extract	CHEBI:132852	lespedezol D1	C16H14O5
Beef Extract	CHEBI:132852	lespedezol D1	C16H14O5
Betaine	CHEBI:17750	glycine betaine	C5H11NO2
Betaine Hydrochloride	CAS-RN:590-46-5		
Betaine x H2O	PUBCHEM.COMPOUND:247.0		
Biotin	CHEBI:15956	biotin	C10H16N2O3S
Biotine	CHEBI:15956	biotin	C10H16N2O3S
Biotin in	CHEBI:57586	biotinate	C10H15N2O3S
Bovine serum albumin	CAS-RN:9048-46-8		
Buffers	CHEBI:35225	buffer	
Butyric acid	CHEBI:30772	butyric acid	C4H8O2
Ca pantotenate	CHEBI:29032	(R)-pantothenate	C9H16NO5
Ca(NO3)2	CHEBI:77732	cadmium nitrate	Cd.2NO3
Ca(NO3)2 x 4 H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3
Ca(NO3)2 x 4 H2O (0.1% w/v)	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3
Ca(NO3)2x4H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3
Ca(NO3)2·4H2O	CHEBI:86159	calcium nitrate tetrahydrate	Ca.4H2O.2NO3
Ca-folinate	PUBCHEM.COMPOUND:135430945.0		
Ca-pantothenate	CHEBI:29032	(R)-pantothenate	C9H16NO5
Ca-Pantothenate	CHEBI:29032	(R)-pantothenate	C9H16NO5
CaCl 2	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl 2 X 2 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl 2 x 2 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2  x 2 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x  2 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x 2 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCL2 x 2 H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O
CaCl2 x 2 H2O (0.1% w/v)	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x 2 H2O (50 g/l stock solution)	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x 2 H2O (5M)	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x 2 H2O solution (7%)	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x 6 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x 7 H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2 x H2O	PUBCHEM.COMPOUND:5284359		
CaCl2 x2H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl22H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O
CaCl2x 2H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2x2H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2x6H2O	CHEBI:3312	calcium dichloride	Ca.2Cl
CaCl2·2H2O	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O
CaCO3	CHEBI:3311	calcium carbonate	CO3.Ca
Calcium Chloride	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O
calcium chloride	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O
Calcium chloride dihydrate	CHEBI:86158	calcium chloride dihydrate	Ca.2Cl.2H2O
Calcium D(+)-Pantthenate	CHEBI:1687714		
Calcium malate	CAS-RN:16426-50-9		
Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca
Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca
Calf serum	UBERON:0001977		
CaNO32	PUBCHEM.COMPOUND:24963		
CaNO32 x 4 H2O	PUBCHEM.COMPOUND:24963		
CaNO32 x 6 H2O	PUBCHEM.COMPOUND:24963		
Caproic acid	CHEBI:30776	hexanoic acid	C6H12O2
Capronic acid	CHEBI:30776	hexanoic acid	C6H12O2
CAPS buffer	CAS-RN:1135-40-6		
CAPSO	CAS-RN:73463-39-5		
Carboxymethyl cellulose	CHEBI:85146	carboxymethylcellulose	
Carboxymethyl cellulose, sodium salt	medium:1111		
Casamino Acid	CHEBI:78020	heptacosanoate	C27H53O2
Casamino acid	CHEBI:78020	heptacosanoate	C27H53O2
Casamino acids	CHEBI:78020	heptacosanoate	C27H53O2
Casamino Acids	CHEBI:78020	heptacosanoate	C27H53O2
Casamino acids (BD)	ingredient:101		
Casaminoacids	CHEBI:78020	heptacosanoate	C27H53O2
Casein	CHEBI:3448		
Casmino Acid	CHEBI:78020	heptacosanoate	C27H53O2
Casmino acids	CHEBI:78020	heptacosanoate	C27H53O2
CaSO4 x 2 H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S
CaSO4 x 7 H2O	CHEBI:31346	calcium sulfate	Ca.O4S
CaSO4.2H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S
CaSO4·2H2O	CHEBI:32583	calcium sulfate dihydrate	Ca.2H2O.O4S
CdNO32 x 4 H2O	PUBCHEM.COMPOUND:25154.0		
CeCl3 x 7 H2O	CHEBI:35458	cerium trichloride	CeCl3
Cellobiose	CHEBI:17057	cellobiose	C12H22O11
Cellobiose or Cellulose MN 300	ingredient:1627		
CeNO33 x 6 H2O	PUBCHEM.COMPOUND:24948		
Chalcopyrite	CHEBI:86202	chalcopyrite	Cu.Fe.2S
Charcoal-filtered, natural seawater	ingredient:2142		
Cheese whey	CAS-RN:92129-90-3		
Choline chloride	CHEBI:133341	choline chloride	C5H14NO.Cl
Citric acid	CHEBI:53258	sodium citrate	C6H5O7.3Na
Citric acid x H2O	PUBCHEM.COMPOUND:311.0		
Clarified rumen fluid	ingredient:rumen_fluid		
Co Carboxylase	CHEBI:18290	thiamine(1+) diphosphate chloride	C12H19N4O7P2S.Cl
Co(NO3)2	CHEBI:86209	cobalt dinitrate	Co.2NO3
Co(NO3)2 x 6H2O	CHEBI:86214	cobalt dinitrate hexahydrate	Co.6H2O.2NO3
Co(NO3)2.6H2O	CHEBI:86214	cobalt dinitrate hexahydrate	Co.6H2O.2NO3
Co(NO3)2·6H2O	CHEBI:86214	cobalt dinitrate hexahydrate	Co.6H2O.2NO3
Cobalamin (B12)	CHEBI:28911	cob(III)alamin	C62H88CoN13O14P
Cobalamine	CAS-RN:13408-78-1		
CoCl 2	CHEBI:35696	cobalt dichloride	2Cl.Co
CoCl2	CHEBI:35696	cobalt dichloride	2Cl.Co
CoCl2 x 2 H2O	CHEBI:35696	cobalt dichloride	2Cl.Co
CoCl2 x 4 H2O	CHEBI:35696	cobalt dichloride	2Cl.Co
CoCl2 x 6 H2O	CHEBI:35696	cobalt dichloride	2Cl.Co
CoCl2.6H2O	CHEBI:35696	cobalt dichloride	2Cl.Co
Coenzyme A	CHEBI:15346	coenzyme A	C21H36N7O16P3S
Coenzyme M	CHEBI:17905	coenzyme M	C2H6O3S2
CoNO32	PUBCHEM.COMPOUND:25000		
CoNO32 x 6 H2O	PUBCHEM.COMPOUND:25000		
Copper Sulfate	CHEBI:23414	copper(II) sulfate	Cu.O4S
Corn meal agar	medium:J1329		
Corn starch	CAS-RN:9005-25-8		
Corn steep liquor	ingredient:corn_steep_liquor		
CoSO4	CHEBI:53470	cobalt(2+) sulfate	Co.O4S
CoSO4 x 7 H2O	CHEBI:53470	cobalt(2+) sulfate	Co.O4S
Creatine	CHEBI:16919	creatine	C4H9N3O2
CrK(SO4)2·12H2O	CAS-RN:7788-99-0		
CrKSO42 x 12 H2O	PUBCHEM.COMPOUND:61489		
CrNO33 x 7 H2O	PUBCHEM.COMPOUND:24598		
Crotonic acid	CHEBI:41131	crotonic acid	C4H6O2
CuCl	CHEBI:53472	copper(I) chloride	ClCu
CuCl 2 x 2 H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O
CuCl2	CHEBI:49553	copper(II) chloride	Cl2Cu
CuCl2 x 2 H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O
CuCl2 x 5 H2O	CHEBI:91245	copper(II) chloride pentahydrate	Cl2Cu.5H2O
CuCl2 x 6 H2O	CHEBI:49553	copper(II) chloride	Cl2Cu
CuCl2 x H2O	PUBCHEM.COMPOUND:24014		
CuCl2*2H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O
CuCl2-2H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O
CuCl2·2H2O	CHEBI:86318	copper(II) chloride dihydrate	Cl2Cu.2H2O
CuNO32 x 3 H2O	PUBCHEM.COMPOUND:18616		
CuSO4	CHEBI:23414	copper(II) sulfate	Cu.O4S
CuSO4 . 5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S
CuSO4 x 2 H2O	CHEBI:23414	copper(II) sulfate	Cu.O4S
CuSO4 x 4 H2O	CHEBI:23414	copper(II) sulfate	Cu.O4S
CuSO4 x 5 H2O	CHEBI:23414	copper(II) sulfate	Cu.O4S
CuSO4 x 6 H2O	CHEBI:23414	copper(II) sulfate	Cu.O4S
CuSO4 x H2O	PUBCHEM.COMPOUND:24462		
CuSO4*5 H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S
CuSO4.5H2O	CHEBI:23414	copper(II) sulfate	Cu.O4S
CuSO4·5H2O	CHEBI:31440	copper(II) sulfate pentahydrate	Cu.5H2O.O4S
Cyanocobalamin	CHEBI:17439	cyanocob(III)alamin	C63H88CoN14O14P
Cyanocobalamin in	CHEBI:17439	cyanocob(III)alamin	C63H88CoN14O14P
Cyclohexemid	CHEBI:27641	cycloheximide	C15H23NO4
Cystein-HCL	PubChem:5862		
Cystein-HCl x 2 H2O (5% (w/v))	ingredient:983		
Cysteine HCl	PubChem:5862		
Cysteine-HCl	PubChem:5862		
Cysteine-HCL x H2O	ingredient:983		
Cysteine-HCl x H2O	ingredient:983		
D Calcium Panthothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca
D(+)-Biotin	CHEBI:15956	biotin	C10H16N2O3S
D(+)-Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
D(+)-Trehalose	CHEBI:16551	alpha,alpha-trehalose	C12H22O11
D+-Glucose	PUBCHEM.COMPOUND:5793.0		
D+-Trehalose	PUBCHEM.COMPOUND:7427.0		
D,L-6,8-thioctic acid	CHEBI:43796	(S)-lipoic acid	C8H14O2S2
D-+-biotin	PUBCHEM.COMPOUND:171548.0		
D-Biotin	CHEBI:15956	biotin	C10H16N2O3S
d-Biotin	CHEBI:15956	biotin	C10H16N2O3S
D-Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca
D-Fructose	CHEBI:48095	keto-D-fructose	C6H12O6
D-Galactose	CHEBI:12936	D-galactose	C6H12O6
D-Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
D-glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
D-Mannitol	CHEBI:16899	D-mannitol	C6H14O6
D-Sorbitol	CHEBI:17924	D-glucitol	C6H14O6
D-Xylose	CHEBI:65327	D-xylose	C5H10O5
Decane	CHEBI:41808	decane	C10H22
Defibrinated Blood	UBERON:0000178		
Defibrinated Sheep Blood	UBERON:0000178		
Deionized water	PubChem:962		
Dextran	CHEBI:52071	dextran	
Dextrin	CHEBI:28675	dextrin	
Dextrose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
Diammonium citrate	CHEBI:63076	diammonium citrate	C6H6O7.2H4N
Diammonium Citrate	CHEBI:63076	diammonium citrate	C6H6O7.2H4N
Diammonium hydrogen citrate	CHEBI:63076	diammonium citrate	C6H6O7.2H4N
Difco marine broth (Difco 2216)	ingredient:difco_marine_broth_2216		
Difco marine broth (Difco2216)	ingredient:difco_marine_broth_2216		
Difco Marine Broth 2216	ingredient:difco_marine_broth_2216		
Dimethyl sulfoxide	CHEBI:28262	dimethyl sulfoxide	C2H6OS
dipotassium hydrogen phosphate	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K
Dipotassium Phosphate	CHEBI:131527	dipotassium hydrogen phosphate	HO4P.2K
Disodium fumarate	CHEBI:115156	disodium fumarate	C4H2O4.2Na
Disodium oxalate	CHEBI:132764	sodium oxalate	C2O4.2Na
Disodium Phosphate	CHEBI:34683	disodium hydrogenphosphate	HO4P.2Na
Disodium succinate	CHEBI:63675	sodium succinate (anhydrous)	C4H4O4.2Na
Disodium succinate x 6 H2O	CHEBI:63675	sodium succinate (anhydrous)	C4H4O4.2Na
Disodium succinate·6H2O	CHEBI:63675	sodium succinate (anhydrous)	C4H4O4.2Na
DL-2-Methyl butyric acid	CHEBI:37070	2-methylbutyric acid	C5H10O2
DL-Asparagine x H2O	PUBCHEM.COMPOUND:236.0		
DL-Calcium pantothenate	CHEBI:31345	Calcium pantothenate	2C9H16NO5.Ca
DL-Dithiothreitol	CHEBI:42106	L-1,4-dithiothreitol	C4H10O2S2
DL-Histidine	CHEBI:27570	histidine	C6H9N3O2
DL-Malate	CHEBI:15589	(S)-malate(2-)	C4H4O5
DL-Malic acid	CHEBI:6650	malic acid	C4H6O5
DL-malic acid	CHEBI:6650	malic acid	C4H6O5
DL-Methionine	CHEBI:16811	methionine	C5H11NO2S
DL-Mevalonic acid	CHEBI:25351	mevalonic acid	C6H12O4
DL-mevalonic acid	CHEBI:25351	mevalonic acid	C6H12O4
DL-Sodium malate	CHEBI:91260	disodium malate	
DL-Tryptophan	CHEBI:57912	L-tryptophan zwitterion	C11H12N2O2
DL-α-Methyl butyric acid	CHEBI:37070	2-methylbutyric acid	C5H10O2
Dung extract	ingredient:725		
D­glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
E26 + biotin	medium:C28		
EDTA	CHEBI:64755	EDTA(2-)	C10H14N2O8
EDTA di sodium salt	CHEBI:63125	EDTA trisodium salt	C10H13N2O8.3Na
EG:JM	medium:C27		
Elemental sulphur	PUBCHEM.COMPOUND:5362487.0		
Ethanol	CHEBI:16236	ethanol	C2H6O
Ethylenediamintetraacetic acid (EDTA),	CHEBI:4735	ethylenediaminetetraacetic acid	C10H16N2O8
FAD	CHEBI:16238	FAD	C27H33N9O15P2
Fastidious Anaerobe Basal Broth (OXOID)	ingredient:1079		
Fe (III)citrate	CHEBI:4991	iron(III) dicitrate(3-)	C12H10FeO14
Fe SO4 x 7 H2O	PUBCHEM.COMPOUND:24393		
Fe(III) citrate	CHEBI:4991	iron(III) dicitrate(3-)	C12H10FeO14
Fe(III)-EDTA	CHEBI:30729	ethylenediaminetetraacetatoferrate(1-)	C10H12N2O8.Fe
Fe(III)NH4-EDTA	CAS-RN:21265-50-9		
Fe(III)·EDTA	CHEBI:30729	ethylenediaminetetraacetatoferrate(1-)	C10H12N2O8.Fe
Fe(NH3)citrate	CHEBI:144421	iron(III) citrate	C6H5FeO7
Fe(NH4)(SO4)2 x 12 H2O	CHEBI:85503	Fe(CO)2(CN)	C3FeNO2
Fe(NH4)2(SO4)2 x 6 H2O	CAS-RN:7783-85-9		
Fe(NH4)2(SO4)2 x 6 H2O (0.01% w/v)	CAS-RN:7783-85-9		
Fe(NH4)2(SO4)2 x 6 H2O (0.1% w/v)	CAS-RN:7783-85-9		
Fe(NH4)2(SO4)2 x 6 H2O (2% v/v)	CAS-RN:7783-85-9		
Fe(NH4)2(SO4)2 x 6H2O	CAS-RN:7783-85-9		
Fe(NH4)2(SO4)2 x 7 H2O	CAS-RN:7783-85-9		
Fe(NH4)2(SO4)2·6H2O	CAS-RN:7783-85-9		
Fe2(SO4)3 x H2O	CAS-RN:15244-10-7		
Fe2(SO4)3 x n H2O	ingredient:1742		
Fe2(SO4)3 x X H2O	CAS-RN:15244-10-7		
Fe2SO43	PUBCHEM.COMPOUND:24826		
Fe2SO43 x H2O	PUBCHEM.COMPOUND:24826		
Fe2SO43 x n H2O	PUBCHEM.COMPOUND:24826		
FeCl 2 x 4 H2O	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O
FeCl2	CHEBI:30812	iron dichloride	Cl2Fe
FeCl2 x 4 H2O	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O
FeCl2 x 4 H2O (0.1% w/v in 0.2 N HCl)	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O
FeCl2 x 4 H2O (0.2% w/v in 0.02 N HCl)	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O
FeCl2 x 6 H2O	CHEBI:30812	iron dichloride	Cl2Fe
FeCl2 x 7 H2O	CHEBI:30812	iron dichloride	Cl2Fe
FeCl2·4H2O	CHEBI:86249	iron dichloride tetrahydrate	Cl2Fe.4H2O
FeCl3	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3 x 4 H2O	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3 x 6 H2O	CHEBI:30808	iron trichloride	Cl3Fe
"FeCl3 x 6 H2O
NaEDTA"	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O
FeCl3 x 6 H2O (0.1% w/v in 0.2 N HCl)	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3 x 6 H2O (0.5%)	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3 x 6 H2O (w/v=1%)	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3 x 6 H2O solution (2%)	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3*6 H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O
FeCl3.6H2O	CHEBI:30808	iron trichloride	Cl3Fe
FeCl3·6H2O	CHEBI:86254	iron trichloride hexahydrate	Cl3Fe.6H2O
FeIII citrate	PUBCHEM.COMPOUND:61300.0		
FeIII-EDTA	PUBCHEM.COMPOUND:197149.0		
FeIIIPO4 x 4 H2O	PUBCHEM.COMPOUND:24861.0		
FeNH42SO42	PUBCHEM.COMPOUND:24863		
FeNH42SO42 x 12 H2O	PUBCHEM.COMPOUND:24863		
FeNH42SO42 x 6 H2O	PUBCHEM.COMPOUND:24863		
FeNH42SO42 x 7 H2O	PUBCHEM.COMPOUND:24863		
FePO4	CHEBI:131371	iron(3+) phosphate	Fe.O4P
Ferric Ammonium Citrate	CHEBI:31604	ferric ammonium citrate	
Ferric ammonium citrate	CHEBI:31604	ferric ammonium citrate	
ferric citrate	CHEBI:31605	Ferric citrate (59 Fe)	C6H5O7
Ferric citrate	CHEBI:31605	Ferric citrate (59 Fe)	C6H5O7
Ferric citrate monohydrate	ingredient:2378		
Ferric iron citrate	CHEBI:144421	iron(III) citrate	C6H5FeO7
Ferrihydrite	CAS-RN:39473-89-7		
FeSO4	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x 5 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x 6 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x 6H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x 7 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x 7H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x H2O	PUBCHEM.COMPOUND:24393		
FeSO4 x7 H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4 x7H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
FeSO4.7H2O	CHEBI:75832	iron(2+) sulfate (anhydrous)	Fe.O4S
Fish meat extract	ingredient:1672		
Fish-Sperm DNA	ingredient:976		
Folic acid	CHEBI:27470	folic acid	C19H19N7O6
Folic Acid	CHEBI:27470	folic acid	C19H19N7O6
Folic Acid	CHEBI:27470	folic acid	C19H19N7O6
Freshwater medium	medium:J474		
Fructose	CHEBI:28645	beta-D-fructofuranose	C6H12O6
Fumaric acid	CHEBI:18012	fumaric acid	C4H4O4
G Bacto Peptone	CAS-RN:51142-18-8		
G Glycerol	CHEBI:15978	sn-glycerol 3-phosphate	C3H9O6P
G Starch	CHEBI:85248	gellan gum	
G Yeast Extract	CAS-RN:8013-01-2		
Galactose	CHEBI:28260	galactose	C6H12O6
Gelatin	CHEBI:5291	gelatin	
Glacial acetic acid	PubChem:176		
glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
Glucose	CHEBI:42758	aldehydo-D-glucose	C6H12O6
Glutamic acid	CHEBI:18237	glutamic acid	C5H9NO4
Glutathione	CHEBI:16856	glutathione	C10H17N3O6S
Glycerol	CHEBI:15978	sn-glycerol 3-phosphate	C3H9O6P
"Glycerol
ml"	CHEBI:134447	glycerol 1-monomycolate (C80) (Mycobacterium phlei)	C83H162O7
Glycerol monostearate	CHEBI:75456	2-stearoylglycerol	C21H42O4
Glycine	CHEBI:57305	glycine zwitterion	C2H5NO2
Glycylglycine	CHEBI:17201	glycylglycine	C4H8N2O3
H2O	CHEBI:15377	water	H2O
H2SeO3	CHEBI:48854	sulfurous acid	H2O3S
H2SO4	CHEBI:26836	sulfuric acid	H2O4S
H2WO4	CHEBI:36272	tungstic acid	H2O4W
H3BO3	CHEBI:33118	boric acid	H3BO3
H3BO4	ingredient:1250		
HCl	CHEBI:17883	hydrogen chloride	HCl
HCl.	CHEBI:17883	hydrogen chloride	HCl
Hemicalcium D-(+)- pantothenate	CAS-RN:137-08-6		
Hemin	CHEBI:50385	hemin	C34H32ClFeN4O4
Hemin chloride	CHEBI:50385	hemin	C34H32ClFeN4O4
HEPES	CHEBI:46756	HEPES	
HEPES buffer	PUBCHEM.COMPOUND:23831.0		
Heptadecane	CHEBI:16148	heptadecane	C17H36
